sub,sov,cond,trial_amount
31,N2Eliwo,T3137_3,73
32,N2Eliwo,T3137_3,53
33,N2Eliwo,T3137_3,93
34,N2Eliwo,T3137_3,45
35,N2Eliwo,T3137_3,63
36,N2Eliwo,T3137_3,41
37,N2Eliwo,T3137_3,44
38,N2Eliwo,T3137_3,63
02,N2Eliwo,T4079_3,31
03,N2Eliwo,T4079_3,60
04,N2Eliwo,T4079_3,44
08,N2Eliwo,T4079_3,61
09,N2Eliwo,T4079_3,63
10,N2Eliwo,T4079_3,67
11,N2Eliwo,T4079_3,37
13,N2Eliwo,T4079_3,73
14,N2Eliwo,T4079_3,18
15,N2Eliwo,T4079_3,76
16,N2Eliwo,T4079_3,77
17,N2Eliwo,T4079_3,37
19,N2Eliwo,T4079_3,73
20,N2Eliwo,T4079_3,60
21,N2Eliwo,T4079_3,70
23,N2Eliwo,T4079_3,42
24,N2Eliwo,T4079_3,77
25,N2Eliwo,T4079_3,73
26,N2Eliwo,T4079_3,25
27,N2Eliwo,T4079_3,24
28,N2Eliwo,T4079_3,79
29,N2Eliwo,T4079_3,74
30,N2Eliwo,T4079_3,101
31,N2Eliwo,T4079_3,69
32,N2Eliwo,T4079_3,50
33,N2Eliwo,T4079_3,93
34,N2Eliwo,T4079_3,50
35,N2Eliwo,T4079_3,58
36,N2Eliwo,T4079_3,36
37,N2Eliwo,T4079_3,46
38,N2Eliwo,T4079_3,59
02,N2Eliwo,T5302_3,30
03,N2Eliwo,T5302_3,54
04,N2Eliwo,T5302_3,44
08,N2Eliwo,T5302_3,58
09,N2Eliwo,T5302_3,77
10,N2Eliwo,T5302_3,58
11,N2Eliwo,T5302_3,38
13,N2Eliwo,T5302_3,64
14,N2Eliwo,T5302_3,13
15,N2Eliwo,T5302_3,66
16,N2Eliwo,T5302_3,83
17,N2Eliwo,T5302_3,31
19,N2Eliwo,T5302_3,63
20,N2Eliwo,T5302_3,56
21,N2Eliwo,T5302_3,80
23,N2Eliwo,T5302_3,53
24,N2Eliwo,T5302_3,76
25,N2Eliwo,T5302_3,71
26,N2Eliwo,T5302_3,29
27,N2Eliwo,T5302_3,26
28,N2Eliwo,T5302_3,74
29,N2Eliwo,T5302_3,58
30,N2Eliwo,T5302_3,105
31,N2Eliwo,T5302_3,76
32,N2Eliwo,T5302_3,60
33,N2Eliwo,T5302_3,97
34,N2Eliwo,T5302_3,56
35,N2Eliwo,T5302_3,57
36,N2Eliwo,T5302_3,50
37,N2Eliwo,T5302_3,44
38,N2Eliwo,T5302_3,72
02,N2Eliwo,T650_4,29
03,N2Eliwo,T650_4,46
04,N2Eliwo,T650_4,43
08,N2Eliwo,T650_4,58
09,N2Eliwo,T650_4,73
10,N2Eliwo,T650_4,69
11,N2Eliwo,T650_4,41
13,N2Eliwo,T650_4,64
14,N2Eliwo,T650_4,18
15,N2Eliwo,T650_4,64
16,N2Eliwo,T650_4,83
17,N2Eliwo,T650_4,32
19,N2Eliwo,T650_4,57
20,N2Eliwo,T650_4,61
21,N2Eliwo,T650_4,72
23,N2Eliwo,T650_4,48
24,N2Eliwo,T650_4,77
25,N2Eliwo,T650_4,59
26,N2Eliwo,T650_4,25
27,N2Eliwo,T650_4,26
28,N2Eliwo,T650_4,71
29,N2Eliwo,T650_4,63
30,N2Eliwo,T650_4,93
31,N2Eliwo,T650_4,78
32,N2Eliwo,T650_4,52
33,N2Eliwo,T650_4,89
34,N2Eliwo,T650_4,57
35,N2Eliwo,T650_4,60
36,N2Eliwo,T650_4,43
37,N2Eliwo,T650_4,45
38,N2Eliwo,T650_4,60
02,N2Eliwo,T845_4,35
03,N2Eliwo,T845_4,57
04,N2Eliwo,T845_4,48
08,N2Eliwo,T845_4,61
09,N2Eliwo,T845_4,59
10,N2Eliwo,T845_4,61
11,N2Eliwo,T845_4,44
13,N2Eliwo,T845_4,67
14,N2Eliwo,T845_4,16
15,N2Eliwo,T845_4,70
16,N2Eliwo,T845_4,86
17,N2Eliwo,T845_4,34
19,N2Eliwo,T845_4,72
20,N2Eliwo,T845_4,57
21,N2Eliwo,T845_4,71
23,N2Eliwo,T845_4,54
24,N2Eliwo,T845_4,79
25,N2Eliwo,T845_4,75
26,N2Eliwo,T845_4,30
27,N2Eliwo,T845_4,27
28,N2Eliwo,T845_4,78
29,N2Eliwo,T845_4,61
30,N2Eliwo,T845_4,94
31,N2Eliwo,T845_4,56
32,N2Eliwo,T845_4,57
33,N2Eliwo,T845_4,95
34,N2Eliwo,T845_4,54
35,N2Eliwo,T845_4,55
36,N2Eliwo,T845_4,44
37,N2Eliwo,T845_4,45
38,N2Eliwo,T845_4,62
02,N2Eliwo,T1098_4,38
03,N2Eliwo,T1098_4,52
04,N2Eliwo,T1098_4,44
08,N2Eliwo,T1098_4,55
09,N2Eliwo,T1098_4,72
10,N2Eliwo,T1098_4,60
11,N2Eliwo,T1098_4,45
13,N2Eliwo,T1098_4,69
14,N2Eliwo,T1098_4,15
15,N2Eliwo,T1098_4,72
16,N2Eliwo,T1098_4,78
17,N2Eliwo,T1098_4,36
19,N2Eliwo,T1098_4,76
20,N2Eliwo,T1098_4,59
21,N2Eliwo,T1098_4,76
23,N2Eliwo,T1098_4,47
24,N2Eliwo,T1098_4,79
25,N2Eliwo,T1098_4,52
26,N2Eliwo,T1098_4,29
27,N2Eliwo,T1098_4,27
28,N2Eliwo,T1098_4,74
29,N2Eliwo,T1098_4,61
30,N2Eliwo,T1098_4,100
31,N2Eliwo,T1098_4,67
32,N2Eliwo,T1098_4,56
33,N2Eliwo,T1098_4,96
34,N2Eliwo,T1098_4,51
35,N2Eliwo,T1098_4,62
36,N2Eliwo,T1098_4,42
37,N2Eliwo,T1098_4,49
38,N2Eliwo,T1098_4,68
02,N2Eliwo,T1428_4,42
03,N2Eliwo,T1428_4,60
04,N2Eliwo,T1428_4,45
08,N2Eliwo,T1428_4,64
09,N2Eliwo,T1428_4,72
10,N2Eliwo,T1428_4,63
11,N2Eliwo,T1428_4,40
13,N2Eliwo,T1428_4,65
14,N2Eliwo,T1428_4,18
15,N2Eliwo,T1428_4,70
16,N2Eliwo,T1428_4,75
17,N2Eliwo,T1428_4,31
19,N2Eliwo,T1428_4,69
20,N2Eliwo,T1428_4,69
21,N2Eliwo,T1428_4,66
23,N2Eliwo,T1428_4,46
24,N2Eliwo,T1428_4,97
25,N2Eliwo,T1428_4,59
26,N2Eliwo,T1428_4,31
27,N2Eliwo,T1428_4,25
28,N2Eliwo,T1428_4,73
29,N2Eliwo,T1428_4,60
30,N2Eliwo,T1428_4,95
31,N2Eliwo,T1428_4,63
32,N2Eliwo,T1428_4,57
33,N2Eliwo,T1428_4,86
34,N2Eliwo,T1428_4,42
35,N2Eliwo,T1428_4,62
36,N2Eliwo,T1428_4,48
37,N2Eliwo,T1428_4,42
38,N2Eliwo,T1428_4,71
02,N2Eliwo,T1856_4,41
03,N2Eliwo,T1856_4,50
04,N2Eliwo,T1856_4,42
08,N2Eliwo,T1856_4,59
09,N2Eliwo,T1856_4,63
10,N2Eliwo,T1856_4,69
11,N2Eliwo,T1856_4,44
13,N2Eliwo,T1856_4,66
14,N2Eliwo,T1856_4,20
15,N2Eliwo,T1856_4,71
16,N2Eliwo,T1856_4,87
17,N2Eliwo,T1856_4,37
19,N2Eliwo,T1856_4,73
20,N2Eliwo,T1856_4,61
21,N2Eliwo,T1856_4,68
23,N2Eliwo,T1856_4,52
24,N2Eliwo,T1856_4,86
25,N2Eliwo,T1856_4,74
26,N2Eliwo,T1856_4,29
27,N2Eliwo,T1856_4,21
28,N2Eliwo,T1856_4,70
29,N2Eliwo,T1856_4,64
30,N2Eliwo,T1856_4,92
31,N2Eliwo,T1856_4,75
32,N2Eliwo,T1856_4,60
33,N2Eliwo,T1856_4,92
34,N2Eliwo,T1856_4,48
35,N2Eliwo,T1856_4,65
36,N2Eliwo,T1856_4,42
37,N2Eliwo,T1856_4,48
38,N2Eliwo,T1856_4,68
02,N2Eliwo,T2413_4,41
03,N2Eliwo,T2413_4,53
04,N2Eliwo,T2413_4,42
08,N2Eliwo,T2413_4,57
09,N2Eliwo,T2413_4,69
10,N2Eliwo,T2413_4,59
11,N2Eliwo,T2413_4,35
13,N2Eliwo,T2413_4,69
14,N2Eliwo,T2413_4,22
15,N2Eliwo,T2413_4,56
16,N2Eliwo,T2413_4,72
17,N2Eliwo,T2413_4,39
19,N2Eliwo,T2413_4,61
20,N2Eliwo,T2413_4,62
21,N2Eliwo,T2413_4,66
23,N2Eliwo,T2413_4,50
24,N2Eliwo,T2413_4,87
25,N2Eliwo,T2413_4,64
26,N2Eliwo,T2413_4,24
27,N2Eliwo,T2413_4,31
28,N2Eliwo,T2413_4,73
29,N2Eliwo,T2413_4,67
30,N2Eliwo,T2413_4,105
31,N2Eliwo,T2413_4,68
32,N2Eliwo,T2413_4,61
33,N2Eliwo,T2413_4,105
34,N2Eliwo,T2413_4,41
35,N2Eliwo,T2413_4,60
36,N2Eliwo,T2413_4,49
37,N2Eliwo,T2413_4,54
38,N2Eliwo,T2413_4,69
02,N2Eliwo,T3137_4,34
03,N2Eliwo,T3137_4,58
04,N2Eliwo,T3137_4,49
08,N2Eliwo,T3137_4,56
09,N2Eliwo,T3137_4,72
10,N2Eliwo,T3137_4,51
11,N2Eliwo,T3137_4,39
13,N2Eliwo,T3137_4,60
14,N2Eliwo,T3137_4,20
15,N2Eliwo,T3137_4,74
16,N2Eliwo,T3137_4,77
17,N2Eliwo,T3137_4,30
19,N2Eliwo,T3137_4,69
20,N2Eliwo,T3137_4,64
21,N2Eliwo,T3137_4,70
23,N2Eliwo,T3137_4,48
24,N2Eliwo,T3137_4,88
25,N2Eliwo,T3137_4,72
26,N2Eliwo,T3137_4,28
27,N2Eliwo,T3137_4,25
28,N2Eliwo,T3137_4,80
29,N2Eliwo,T3137_4,61
30,N2Eliwo,T3137_4,90
31,N2Eliwo,T3137_4,73
32,N2Eliwo,T3137_4,52
33,N2Eliwo,T3137_4,99
34,N2Eliwo,T3137_4,46
35,N2Eliwo,T3137_4,60
36,N2Eliwo,T3137_4,44
37,N2Eliwo,T3137_4,43
38,N2Eliwo,T3137_4,69
02,N2Eliwo,T4079_4,40
03,N2Eliwo,T4079_4,62
04,N2Eliwo,T4079_4,51
08,N2Eliwo,T4079_4,59
09,N2Eliwo,T4079_4,67
10,N2Eliwo,T4079_4,73
11,N2Eliwo,T4079_4,41
13,N2Eliwo,T4079_4,76
14,N2Eliwo,T4079_4,19
15,N2Eliwo,T4079_4,77
16,N2Eliwo,T4079_4,77
17,N2Eliwo,T4079_4,28
19,N2Eliwo,T4079_4,71
20,N2Eliwo,T4079_4,65
21,N2Eliwo,T4079_4,66
23,N2Eliwo,T4079_4,46
24,N2Eliwo,T4079_4,84
25,N2Eliwo,T4079_4,58
26,N2Eliwo,T4079_4,23
27,N2Eliwo,T4079_4,28
28,N2Eliwo,T4079_4,73
29,N2Eliwo,T4079_4,69
30,N2Eliwo,T4079_4,95
31,N2Eliwo,T4079_4,71
32,N2Eliwo,T4079_4,54
33,N2Eliwo,T4079_4,100
34,N2Eliwo,T4079_4,52
35,N2Eliwo,T4079_4,57
36,N2Eliwo,T4079_4,36
37,N2Eliwo,T4079_4,53
38,N2Eliwo,T4079_4,63
02,N2Eliwo,T5302_4,34
03,N2Eliwo,T5302_4,57
04,N2Eliwo,T5302_4,39
08,N2Eliwo,T5302_4,58
09,N2Eliwo,T5302_4,63
10,N2Eliwo,T5302_4,63
11,N2Eliwo,T5302_4,43
13,N2Eliwo,T5302_4,67
14,N2Eliwo,T5302_4,14
15,N2Eliwo,T5302_4,62
16,N2Eliwo,T5302_4,81
17,N2Eliwo,T5302_4,34
19,N2Eliwo,T5302_4,76
20,N2Eliwo,T5302_4,62
21,N2Eliwo,T5302_4,70
23,N2Eliwo,T5302_4,47
24,N2Eliwo,T5302_4,85
25,N2Eliwo,T5302_4,63
26,N2Eliwo,T5302_4,28
27,N2Eliwo,T5302_4,27
28,N2Eliwo,T5302_4,72
29,N2Eliwo,T5302_4,58
30,N2Eliwo,T5302_4,99
31,N2Eliwo,T5302_4,80
32,N2Eliwo,T5302_4,56
33,N2Eliwo,T5302_4,94
34,N2Eliwo,T5302_4,59
35,N2Eliwo,T5302_4,56
36,N2Eliwo,T5302_4,46
37,N2Eliwo,T5302_4,47
38,N2Eliwo,T5302_4,73
